STATE_NAME,DISTRICT_NAME,PMGSY_SCHEME,NO_OF_ROAD_WORK_SANCTIONED,NO_OF_BRIDGES_SANCTIONED,NO_OF_ROAD_WORKS_COMPLETED,NO_OF_BRIDGES_COMPLETED,NO_OF_ROAD_WORKS_BALANCE,NO_OF_BRIDGES_BALANCE,LENGTH_OF_ROAD_WORK_SANCTIONED_KM,COST_OF_WORKS_SANCTIONED_LAKHS,LENGTH_OF_ROAD_WORK_COMPLETED_KM,EXPENDITURE_OCCURED_LAKHS,LENGTH_OF_ROAD_WORK_BALANCE_KM
Nagaland,Kiphire,PMGSY-II,1,0,1,0,0,0,17,16.97,17,16.97,0
Nagaland,Kiphire,PMGSY-III,2,0,0,0,2,0,19.09,18.0701,0,0,19.09
Nagaland,Kohima,PMGSY-III,4,0,0,0,4,0,67.34,54.4249,0,0,67.34
Nagaland,Longleng,PMGSY-I,15,2,15,2,0,0,192.5,43.2802,192.5,42.3356,0
Nagaland,Phek,PMGSY-I,32,3,32,3,0,0,438.9,135.0624,438.9,138.7594,0
Nagaland,Phek,PMGSY-II,1,1,0,1,1,0,17,19.0824,6,15.734,11
Nagaland,Tseminyu,PMGSY-III,1,0,0,0,1,0,6,4.7399,0,0,6
Nagaland,Tuensang,PMGSY-I,45,10,44,10,1,0,584.98,176.1181,582.48,166.4653,2.5
Nagaland,Wokha,PMGSY-II,1,0,1,0,0,0,18,15.4289,18,15.5631,0
Nagaland,Zunheboto,PMGSY-II,1,0,1,0,0,0,18,16.6787,18,16.6788,0
Odisha,Angul,PMGSY-III,31,2,29,2,2,0,236.845,154.8914,227.34,136.7331,2.24
Odisha,Balasore,PMGSY-II,28,0,28,0,0,0,140.4,68.72102,140.861,63.7939,0
Odisha,Bargarh,PMGSY-III,49,10,43,8,6,2,366.35,246.97481,332.778,218.1638,24.311
Odisha,Boudh,PMGSY-I,167,7,167,7,0,0,593.565,202.2419,552.904,186.9243,0
Odisha,Deogarh,PMGSY-III,14,3,14,1,0,2,90.01,62.88467,89.887,53.8367,0
Odisha,Dhenkanal,PMGSY-II,15,1,15,1,0,0,93.4,41.04391,91.985,38.4755,0
Odisha,Kandhamal,PMGSY-II,27,0,27,0,0,0,144.974,58.3083,142.047,49.4905,0
Odisha,Keonjhar,PMGSY-II,27,2,27,2,0,0,152.16,66.5337,153.395,64.2132,0
Odisha,Khurda,PMGSY-III,48,2,44,1,4,1,272.285,174.18535,261.919,159.5762,4.848
Odisha,Malkangiri,PMGSY-II,12,0,12,0,0,0,83.4,36.9716,83.045,30.555,0
Odisha,Malkangiri,RCPLWEA,30,0,26,0,4,0,353.815,314.24901,323.853,282.7507,26.1
Odisha,Rayagada,PMGSY-II,14,2,14,2,0,0,146.69,67.22425,149.158,57.6579,0
Odisha,Sundargarh,PMGSY-I,988,65,988,65,0,0,3754.383,1726.76572,3645.268,1754.2738,0
Odisha,Sundargarh,PMGSY-II,22,4,22,4,0,0,173.05,90.8182,172.623,79.3507,0
Puducherry,Karaikal,PMGSY-II,10,0,10,0,0,0,15.17,5.6712,14.331,9.1361,0
Punjab,Barnala,PMGSY-I,19,0,19,0,0,0,191.51,89.8188,191.51,85.5467,0
Punjab,"Fatehgarh Sahib",PMGSY-II,5,0,5,0,0,0,51.01,34.3095,51.01,23.6177,0
Punjab,"Fatehgarh Sahib",PMGSY-III,3,0,2,0,1,0,31.239,19.98768,30.399,19.0243,0.84
Punjab,Fazilka,PMGSY-I,54,0,54,0,0,0,355.07,133.6194,355.065,125.5614,0
Punjab,Fazilka,PMGSY-II,10,1,10,1,0,0,96.7,66.24525,96.6,62.361,0
Punjab,Gurdaspur,PMGSY-II,2,0,2,0,0,0,16.18,11.3656,16.18,8.1924,0
Punjab,Gurdaspur,PMGSY-III,31,2,10,1,21,1,260.325,225.6335,75.87,50.5156,181.71
Punjab,Moga,PMGSY-I,27,0,27,0,0,0,294.62,116.9546,294.62,108.2488,0
Punjab,Moga,PMGSY-III,20,2,12,1,8,1,212.37,166.57643,152.005,100.8146,58.94
Punjab,Ropar,PMGSY-I,39,0,39,0,0,0,200.02,74.2851,192.02,73.5183,0
Punjab,Sangrur,PMGSY-III,35,7,19,6,16,1,341.649,320.89129,212.145,164.8306,128.654
Punjab,"Tarn Taran",PMGSY-II,5,0,5,0,0,0,43.56,26.7321,43.66,21.0233,0
Punjab,"Tarn Taran",PMGSY-III,24,2,8,0,16,2,207.29,156.28408,92.056,59.9077,113.91
Rajasthan,Ajmer,PMGSY-III,8,0,8,0,0,0,104.15,63.078,104.15,45.2847,0
Rajasthan,Anoopgarh,PMGSY-II,4,0,4,0,0,0,36.75,13.5402,36.75,10.4664,0
Rajasthan,Banswara,PMGSY-II,14,1,14,1,0,0,112.125,48.7737,112.35,32.2192,0
Rajasthan,Baran,PMGSY-II,11,0,11,0,0,0,99.745,45.27195,99.799,40.3299,0
Rajasthan,Beawar,PMGSY-III,16,0,15,0,1,0,160.4,82.10855,160.4,48.2434,0
Rajasthan,Churu,PMGSY-II,6,0,6,0,0,0,78.425,24.593,78.425,18.37,0
Rajasthan,Dausa,PMGSY-I,425,0,425,0,0,0,1277.855,274.8729,1247.286,233.8484,0
Rajasthan,Deeg,PMGSY-II,4,0,4,0,0,0,47.8,23.90075,47.8,19.3575,0
Rajasthan,Dholpur,PMGSY-I,253,0,253,0,0,0,854.78,141.0214,767.14,148.4429,0
Rajasthan,Jhalawar,PMGSY-I,381,0,381,0,0,0,1489.68,338.9605,1438.64,304.427,0
Rajasthan,Jhalawar,PMGSY-III,13,0,13,0,0,0,104.398,48.5854,103.98,42.0249,0
Rajasthan,Jhunjhunun,PMGSY-II,13,0,13,0,0,0,84,53.1762,84.7,39.9326,0
Rajasthan,Jhunjhunun,PMGSY-III,22,0,21,0,1,0,174.45,99.3892,173.45,66.3285,1
Rajasthan,"Jodhpur Gramin",PMGSY-I,627,0,627,0,0,0,2588.55,429.311,2532.087,351.7205,0
Rajasthan,Karauli,PMGSY-I,209,0,209,0,0,0,707.265,144.9245,630.365,120.6446,0
Rajasthan,Karauli,PMGSY-II,6,0,6,0,0,0,40.75,13.1662,40.75,9.5125,0
Rajasthan,Kekri,PMGSY-III,10,3,10,0,0,3,107.061,88.09081,107.06,68.8946,0
Rajasthan,"Khairthal Tijara",PMGSY-I,181,0,181,0,0,0,455.68,80.9631,437.045,72.8551,0
Rajasthan,Nagaur,PMGSY-I,496,0,496,0,0,0,2278.645,366.0061,2191.9,313.3039,0
Rajasthan,"Neem Ka Thana",PMGSY-III,17,0,17,0,0,0,120.425,78.5513,119.685,53.2701,0
Rajasthan,Salumbar,PMGSY-I,377,6,377,6,0,0,1167.656,418.3223,1156.458,327.6348,0
Rajasthan,Sawaimadhopur,PMGSY-III,20,1,20,1,0,0,147.771,82.7817,143.732,69.0483,0
Rajasthan,"Sri Ganganagar",PMGSY-III,9,0,5,0,4,0,91.625,50.494,81.025,26.8257,10.6
Sikkim,East,PMGSY-I,175,21,168,19,7,2,705.099,355.3692,672.643,335.6322,15.717
Sikkim,North,PMGSY-I,112,14,101,8,11,6,451.009,290.9943,407.581,275.6794,36.67
Sikkim,Pakyong,PMGSY-I,131,22,125,21,6,1,722.965,424.7631,701.51,419.8733,8.2
Sikkim,South,PMGSY-II,10,0,10,0,0,0,41.782,36.0774,41.78,33.0403,0
Sikkim,"West Sikkim",PMGSY-II,9,0,6,0,3,0,27.18,23.2758,26.405,19.6058,0.775
"Tamil Nadu",Cuddalore,PMGSY-I,244,1,244,1,0,0,482.917,116.79269,468.895,199.877,0
"Tamil Nadu",Dharmapuri,PMGSY-II,25,1,25,1,0,0,89.24,31.42687,89.18,31.9251,0
"Tamil Nadu",Dharmapuri,PMGSY-III,65,3,42,1,23,2,282.291,172.11114,203.01,124.4902,79.275
"Tamil Nadu",Dindigul,PMGSY-III,60,2,48,2,12,0,243.94,142.40797,193.59,121.0418,46.695
"Tamil Nadu",Kanchipuram,PMGSY-I,161,1,161,1,0,0,357.335,86.51455,357.685,77.6514,0
"Tamil Nadu",Kanchipuram,PMGSY-II,14,5,14,5,0,0,49.11,25.4898,49.29,26.8983,0
"Tamil Nadu",Karur,PMGSY-III,74,0,51,0,23,0,268.516,138.02792,178.106,92.9176,80.46
"Tamil Nadu",Krishnagiri,PMGSY-II,40,2,40,2,0,0,118.23,56.26929,118.23,59.1974,0
"Tamil Nadu",Madurai,PMGSY-I,280,0,280,0,0,0,511.653,124.11849,512.083,36.0835,0
"Tamil Nadu",Mayiladuthurai,PMGSY-I,255,6,255,6,0,0,471.007,243.27293,468.107,230.6614,0
"Tamil Nadu",Namakkal,PMGSY-I,227,0,227,0,0,0,411.066,134.62504,408.816,110.0604,0
"Tamil Nadu",Perambalur,PMGSY-III,24,2,21,1,3,1,83.92,53.11626,74.03,44.6903,9.89
"Tamil Nadu",Pudukkottai,PMGSY-II,17,0,17,0,0,0,92.88,37.80413,92.967,39.9942,0
"Tamil Nadu",Sivagangai,PMGSY-III,118,4,76,1,42,3,584.522,384.10254,364.972,243.8649,217.773
"Tamil Nadu","The Nilgiris",PMGSY-I,106,0,106,0,0,0,268.592,109.62261,264.482,91.8806,0
"Tamil Nadu",Theni,PMGSY-III,6,1,5,0,1,1,19.2,14.12334,15.112,10.067,3.85
"Tamil Nadu",Tiruchirappalli,PMGSY-I,268,1,268,1,0,0,552.955,140.1259,545.514,123.8914,0
"Tamil Nadu",Tirunelveli,PMGSY-II,18,0,18,0,0,0,74.681,25.50315,74.681,24.4464,0
"Tamil Nadu",Tirunelveli,PMGSY-III,46,0,26,0,20,0,192.225,102.1219,111.36,61.1044,80.865
"Tamil Nadu",Tiruvallur,PMGSY-I,198,1,198,1,0,0,403.181,89.74477,402.781,78.8675,0
"Tamil Nadu",Tiruvannamalai,PMGSY-I,263,0,263,0,0,0,633.938,141.19902,633.948,99.9083,0
"Tamil Nadu",Tiruvarur,PMGSY-III,99,21,48,0,51,21,401.411,382.67215,185.492,179.4236,215.944
"Tamil Nadu",Tuticorin,PMGSY-I,226,6,226,6,0,0,487.771,117.82051,485.401,91.7046,0
"Tamil Nadu",Tuticorin,PMGSY-II,14,0,14,0,0,0,56.3,20.98946,55.93,22.3365,0
"Tamil Nadu",Vellore,PMGSY-I,117,0,117,0,0,0,349.742,74.25392,349.683,61.4774,0
Telangana,Adilabad,PMGSY-I,186,28,180,28,6,0,654.472,193.42658,578.392,48.196,30.75
Telangana,"Jayashankar Bhoopalapally",RCPLWEA,11,4,2,2,9,2,78.7,94.07464,34.277,51.4233,44.043
Telangana,"Jogulamba Gadwal",PMGSY-II,2,0,2,0,0,0,22.86,9.1898,21.366,7.2018,0
Telangana,"Jogulamba Gadwal",PMGSY-III,7,1,2,0,5,1,37.176,18.63608,15.17,6.7208,22.005
Telangana,Mahabubabad,PMGSY-I,177,6,175,6,2,0,418.395,163.28082,402.179,204.4024,10.56
Telangana,Mahabubabad,RCPLWEA,1,0,0,0,1,0,38.4,37.0495,17.642,15.103,20.758
Telangana,Nagarkurnool,PMGSY-II,3,0,3,0,0,0,35.165,18.185,34.405,15.9254,0
Telangana,Nagarkurnool,PMGSY-III,11,4,9,0,2,4,70.486,51.73822,65.379,36.2104,3.125
Telangana,Nalgonda,PMGSY-I,128,11,128,11,0,0,618.22,139.1826,609.341,83.8783,0
Telangana,Nizamabad,PMGSY-I,194,10,194,10,0,0,444.95,67.6443,446.98,133.9151,0
Telangana,"Ranga Reddy",PMGSY-II,7,2,7,2,0,0,64.62,39.096,60.159,36.0022,0
Telangana,Sangareddy,PMGSY-III,19,10,12,1,7,9,121.317,103.71032,87.582,53.8754,29.895
Telangana,Wanaparthy,PMGSY-III,11,4,5,2,6,2,49.94,37.41594,21.096,16.4289,26.92
Telangana,Warangal,PMGSY-I,86,4,86,4,0,0,191.539,52.7477,191.579,85.5197,0
Telangana,Warangal,PMGSY-II,4,1,4,1,0,0,27.51,16.3862,23.9,13.4793,0
Tripura,Dhalai,PMGSY-III,12,3,0,0,12,3,106.886,104.16121,0,0,106.886
Tripura,"North Tripura",PMGSY-II,4,0,4,0,0,0,20.642,20.93553,20.642,21.8013,0
Tripura,"North Tripura",PM-JANMAN,8,0,0,0,8,0,35.027,32.35566,0,0,35.027
Tripura,"South Tripura",PM-JANMAN,3,0,0,0,3,0,3.715,3.69646,0,0,3.715
Tripura,Unakoti,PM-JANMAN,3,0,0,0,3,0,10.271,9.9223,0,0,10.271
Tripura,"West Tripura",PMGSY-III,13,0,0,0,13,0,91.965,90.85092,15.1,28.3247,76.865
"Uttar Pradesh",Ambedkarnagar,PMGSY-III,27,0,27,0,0,0,181.33,132.15772,176.733,111.1386,0
"Uttar Pradesh",Auraiya,PMGSY-I,140,0,140,0,0,0,378.67,105.0773,369.13,96.9338,0
"Uttar Pradesh",Auraiya,PMGSY-III,10,0,8,0,2,0,62.285,47.9342,53.73,31.2845,8.735
"Uttar Pradesh",Baghpat,PMGSY-III,12,0,12,0,0,0,72.715,31.08809,72.635,28.8189,0
"Uttar Pradesh",Bahraich,PMGSY-I,260,0,260,0,0,0,938.632,325.7493,921.943,312.4871,0
"Uttar Pradesh",Balrampur,PMGSY-III,32,0,26,0,6,0,217.102,163.43264,192.387,109.3651,24.665
"Uttar Pradesh",Barabanki,PMGSY-II,13,0,13,0,0,0,104.86,67.59899,103.25,61.1589,0
"Uttar Pradesh",Bareilly,PMGSY-I,275,0,275,0,0,0,753.233,151.8216,742.463,157.9637,0
"Uttar Pradesh",Bijnor,PMGSY-I,240,0,240,0,0,0,607.99,117.6318,597.435,106.644,0
"Uttar Pradesh",Bulandshahr,PMGSY-I,315,0,315,0,0,0,754.485,163.9748,744.607,157.2351,0
"Uttar Pradesh",Bulandshahr,PMGSY-II,13,0,13,0,0,0,88.285,39.91807,88.18,37.1407,0
"Uttar Pradesh",Chandauli,PMGSY-III,18,0,18,0,0,0,135.425,55.76251,132.61,42.6006,0
"Uttar Pradesh",Chitrakoot,PMGSY-I,108,0,108,0,0,0,410.745,120.0661,403.403,126.7396,0
"Uttar Pradesh",Farrukhabad,PMGSY-I,214,0,214,0,0,0,442.285,129.7255,424.764,114.2146,0
"Uttar Pradesh",Farrukhabad,PMGSY-II,10,0,10,0,0,0,91.3,55.02389,90.594,49.8256,0
"Uttar Pradesh","G.B. Nagar",PMGSY-II,9,0,9,0,0,0,100.15,65.4942,94.903,50.3961,0
"Uttar Pradesh",Ghazipur,PMGSY-I,252,0,252,0,0,0,717.532,206.8764,710.807,196.5916,0
"Uttar Pradesh",Ghazipur,PMGSY-II,12,0,12,0,0,0,89.9,40.2722,89.475,36.448,0
"Uttar Pradesh",Hathras,PMGSY-III,20,0,20,0,0,0,180.19,150.75601,177.344,115.2448,0
"Uttar Pradesh",Jaunpur,PMGSY-I,271,0,271,0,0,0,717.962,179.1209,713.434,163.0094,0
"Uttar Pradesh","Kanpur Dehat",PMGSY-III,33,0,23,0,10,0,238.679,199.11752,167.607,99.5021,61.705
"Uttar Pradesh","Kanpur Nagar",PMGSY-I,272,0,272,0,0,0,574.447,128.8868,570.636,124.1542,0
"Uttar Pradesh",Kushinagar,PMGSY-II,14,0,14,0,0,0,98.875,67.3317,98.255,54.6509,0
"Uttar Pradesh",Lakhimpur-Kherii,PMGSY-II,13,0,13,0,0,0,93.825,59.505,92.27,52.4103,0
"Uttar Pradesh",Maharajganj,PMGSY-II,16,0,16,0,0,0,104.45,66.1358,105.2,58.6796,0
"Uttar Pradesh",Mainpuri,PMGSY-II,11,0,11,0,0,0,96.15,59.7914,93.331,48.2654,0
"Uttar Pradesh",Mainpuri,PMGSY-III,11,0,11,0,0,0,77.3,42.6268,76.438,31.625,0
"Uttar Pradesh",Mau,PMGSY-I,214,0,214,0,0,0,573.175,156.0495,572.837,154.6465,0
"Uttar Pradesh",Pilibhit,PMGSY-III,31,1,29,1,2,0,251.34,158.50596,246.535,129.143,1.9
"Uttar Pradesh",Pratapgarh,PMGSY-II,15,0,15,0,0,0,95.1,58.1514,95,55.196,0
"Uttar Pradesh",Prayagraj,PMGSY-I,345,0,345,0,0,0,874.325,252.1413,870.48,240.7154,0
"Uttar Pradesh",Saharanpur,PMGSY-I,289,0,289,0,0,0,882.485,186.1605,868.598,168.2767,0
"Uttar Pradesh",Sambhal,PMGSY-I,254,0,254,0,0,0,611.919,125.3113,593.927,117.1451,0
"Uttar Pradesh",Sambhal,PMGSY-II,13,0,13,0,0,0,101.402,52.93763,101.089,46.0753,0
"Uttar Pradesh",Shamli,PMGSY-II,10,0,10,0,0,0,105.3,50.71296,105.3,46.6157,0
"Uttar Pradesh",Sitapur,PMGSY-III,64,0,62,0,2,0,509.362,488.41828,507.268,437.0906,1.822
"Uttar Pradesh",Varanasi,PMGSY-I,282,0,282,0,0,0,658.588,129.20441,635.728,114.0043,0
Uttarakhand,Almora,PMGSY-I,306,33,304,33,2,0,2772.415,1363.5677,2767.312,1287.3888,3.95
Uttarakhand,Chamoli,PMGSY-III,20,0,0,0,20,0,220.664,202.81997,48.1,80.8529,172.564
Uttarakhand,Champawat,PMGSY-I,130,13,124,12,6,1,1170.72,546.743,1136.975,513.3106,22.875
Uttarakhand,Dehradun,PMGSY-II,10,0,10,0,0,0,51.747,29.3604,51.497,29.1708,0
Uttarakhand,Dehradun,PMGSY-III,12,0,3,0,9,0,114.045,93.08242,37.175,20.5633,76.87
Uttarakhand,Nainital,PMGSY-III,9,0,1,0,8,0,96.283,75.4575,5.56,13.5201,90.719
Uttarakhand,Pithoragarh,PMGSY-I,233,45,218,34,15,11,2154.874,1283.849,2069.769,1174.4313,37.903
Uttarakhand,Pithoragarh,PMGSY-II,13,0,13,0,0,0,89.6,59.7582,87.55,56.3791,0
Uttarakhand,Rudraprayag,PMGSY-III,7,0,0,0,7,0,92.025,86.61822,11.6,14.18,80.425
Uttarakhand,Tehri,PMGSY-III,18,0,6,0,12,0,164.127,140.24796,88.666,72.7621,75.46
Uttarakhand,"Udham Singh Nagar",PMGSY-I,34,0,34,0,0,0,87.36,27.5101,87.01,28.6638,0
Uttarakhand,"Udham Singh Nagar",PMGSY-II,3,0,3,0,0,0,18,5.6079,17.605,5.2931,0
Uttarakhand,Uttarkashi,PMGSY-III,25,0,0,0,25,0,238.812,206.9279,1.5,6.4131,237.312
"West Bengal",Alipurduar,PMGSY-I,127,1,127,1,0,0,679.888,265.03637,675.665,238.0762,0
"West Bengal",Alipurduar,PMGSY-III,13,0,0,0,13,0,100.301,85.8944,0,0,100.301
"West Bengal",Bankura,PMGSY-I,691,0,691,0,0,0,3150.821,1420.37671,3138.29,1171.7289,0
"West Bengal",Cooch-Behar,PMGSY-I,379,4,379,4,0,0,1251.68,495.71501,1248.466,458.8132,0
"West Bengal","Dakshin Dinajpur",PMGSY-II,8,1,8,1,0,0,88.04,70.64917,86.1,65.8269,0
"West Bengal",Darjeeling,PMGSY-III,14,0,0,0,14,0,108.784,85.9858,8.19,7.3371,100.594
"West Bengal",Jhargram,PMGSY-I,342,1,342,1,0,0,1682.226,867.33017,1673.013,797.6782,0
"West Bengal",Kalimpong,PMGSY-I,80,2,80,2,0,0,432.841,290.8624,427.362,285.1607,0
"West Bengal","Purba Burdwan",PMGSY-II,9,0,9,0,0,0,119.24,98.5914,119.655,89.0774,0
"West Bengal","Purba Medinipur",PMGSY-III,34,0,0,0,34,0,314.717,240.26852,0,0,314.717
"Andaman And Nicobar","South Andaman",PMGSY-I,32,0,32,0,0,0,40.146,18.5375,39.287,11.6894,0
"Andaman And Nicobar","South Andaman",PMGSY-III,8,0,0,0,8,0,27.896,34.2347,0,0,27.896
"Andhra Pradesh","Alluri Sitharama Raju",RCPLWEA,124,34,99,21,25,13,1084.885,827.64173,780.599,497.8424,283.61
"Andhra Pradesh","Alluri Sitharama Raju",PM-JANMAN,167,0,0,0,167,0,483.64,442.64179,0,0,483.64
"Andhra Pradesh",Anantapur,PMGSY-I,207,22,207,21,0,1,862.65,214.7772,854.249,213.899,0
"Andhra Pradesh",Anantapur,PMGSY-II,8,0,8,0,0,0,75.02,29.9953,74.961,27.1823,0
"Andhra Pradesh",Bapatla,PMGSY-II,6,0,6,0,0,0,53.43,28.7436,53.763,24.3953,0
"Andhra Pradesh",Chittoor,PMGSY-II,11,0,11,0,0,0,69.29,33.6205,66.882,27.3141,0
"Andhra Pradesh",Eluru,PM-JANMAN,7,0,0,0,7,0,34.868,26.36,0,0,34.868
"Andhra Pradesh",Guntur,PMGSY-II,4,0,4,0,0,0,35.1,17.3794,34.839,13.8579,0
"Andhra Pradesh",Kakinada,RCPLWEA,3,0,3,0,0,0,19.47,12.19,19.47,10.7893,0
"Andhra Pradesh",Kakinada,PM-JANMAN,3,0,0,0,3,0,19.15,16.103,0,0,19.15
"Andhra Pradesh",Kurnool,PMGSY-I,138,24,138,24,0,0,454.725,137.4856,419.89,132.1242,0
"Andhra Pradesh",Nandyal,PMGSY-I,115,12,115,12,0,0,385.365,92.5398,365.51,48.7807,0
"Andhra Pradesh",Nandyal,PMGSY-III,12,3,11,1,1,2,113.91,87.6318,101.894,73.3457,6.5
"Andhra Pradesh",Nellore,PMGSY-I,227,39,227,39,0,0,901.696,250.6012,862.573,239.3714,0
"Andhra Pradesh",Nellore,PMGSY-II,8,0,8,0,0,0,70.21,36.4185,65.296,29.3427,0
"Andhra Pradesh",Palnadu,PMGSY-I,138,4,138,4,0,0,565.97,142.3531,565.606,150.4727,0
"Andhra Pradesh",Prakasam,PMGSY-III,15,4,12,0,3,4,141.414,105.29,108.919,72.4086,29.22
"Andhra Pradesh",Srikakulam,PMGSY-II,8,0,8,0,0,0,63.04,32.9494,60.214,23.9706,0
"Andhra Pradesh",Srikakulam,PMGSY-III,16,10,15,0,1,10,121.865,133.01448,113.667,65.9959,4.8
"Andhra Pradesh",Tirupati,PMGSY-I,137,15,137,15,0,0,344.624,86.9762,334.918,83.0694,0
"Andhra Pradesh",Visakhapatnam,PMGSY-III,2,0,2,0,0,0,13.17,5.19998,11.89,3.5409,0
"Andhra Pradesh","West Godavari",PMGSY-I,157,5,157,5,0,0,311.412,75.9481,303.043,55.5522,0
"Andhra Pradesh","West Godavari",PMGSY-II,12,0,12,0,0,0,72.265,44.5357,71.335,35.3485,0
"Andhra Pradesh","West Godavari",PMGSY-III,7,1,3,0,4,1,45.09,50.4731,14.435,8.7055,30.14
"Arunachal Pradesh","East Kameng",PMGSY-I,113,16,99,15,14,1,1911.37,1286.0398,1752.38,1223.1119,151.44
"Arunachal Pradesh","Kurung Kumey",PMGSY-III,6,2,0,0,6,2,50.5,46.1188,0,1.5643,50.5
"Arunachal Pradesh",Lohit,PMGSY-II,2,0,2,0,0,0,15.64,9.0112,15.64,7.7549,0
"Arunachal Pradesh",Longding,PMGSY-I,70,0,69,0,1,0,632.946,365.2963,632.609,363.9976,0.2
"Arunachal Pradesh","Lower Subansiri",PMGSY-III,12,3,5,2,7,1,83.17,79.9842,37.14,60.8083,46.03
"Arunachal Pradesh","West Kameng",PMGSY-II,2,0,2,0,0,0,8.22,3.9595,8.19,4.348,0
Assam,Baksa,PMGSY-III,14,2,9,1,5,1,85.271,55.9084,80.326,43.4347,4.945
Assam,Goalpara,PMGSY-I,375,69,375,69,0,0,1064.279,694.17209,1060.507,775.3987,0
Assam,Hailakandi,PMGSY-III,19,0,13,0,6,0,131.043,75.45408,88.038,46.319,42.901
Assam,"Kamrup Rural",PMGSY-II,35,10,35,10,0,0,183.965,172.4734,183.865,187.608,0
Assam,"Karbi Anglong",PMGSY-I,274,30,274,30,0,0,1206.485,742.48135,1198.393,788.8028,0
Assam,Nalbari,PMGSY-II,14,0,14,0,0,0,95.335,62.66946,95.335,62.9336,0
Assam,Udalguri,PMGSY-III,9,0,9,0,0,0,63.36,54.9087,63.36,48.7366,0
Bihar,Araria,PMGSY-I,320,220,317,209,3,11,1646.233,1354.31006,1598.568,1246.5781,1.522
Bihar,Araria,PMGSY-II,15,54,15,50,0,4,317.75,361.92875,315.35,395.513,0
Bihar,Araria,PMGSY-III,35,60,15,0,20,60,349.644,406.98168,186.029,124.2077,159.98
Bihar,Aurangabad,RCPLWEA,29,12,23,9,6,3,410.667,434.77915,384.732,417.3268,20.775
Bihar,Banka,PMGSY-III,31,0,21,0,10,0,294.545,200.55437,205.443,120.558,85.753
Bihar,Bhagalpur,PMGSY-I,393,39,385,38,8,1,1375.376,711.298,1299.934,609.3513,34.137
Bihar,Bhagalpur,PMGSY-II,4,0,3,0,1,0,33.35,17.2378,27.64,17.43,4.93
Bihar,Chapra(Saran),PMGSY-II,18,0,18,0,0,0,63.492,25.39787,63.042,28.1169,0
Bihar,Chapra(Saran),PMGSY-III,29,0,5,0,24,0,205.306,146.70617,72.58,71.1147,131.876
Bihar,Darbhanga,PMGSY-III,58,93,26,6,32,87,428.712,776.74075,286.376,334.7666,137.85
Bihar,Gopalganj,PMGSY-I,273,3,273,3,0,0,1150.732,636.65499,1137.65,615.0024,0
Bihar,Gopalganj,PMGSY-II,5,0,5,0,0,0,27.145,13.59418,27.145,14.1035,0
Bihar,Jamui,RCPLWEA,22,18,14,18,8,0,414.657,549.95709,346.487,439.4382,66.206
Bihar,"Kaimur (Bhabhua)",PMGSY-III,13,2,10,0,3,2,140.607,109.74506,123.59,57.2655,17.015
Bihar,Katihar,PMGSY-III,41,107,15,18,26,89,403.087,787.94374,243.054,419.3433,155.475
Bihar,Khagaria,PMGSY-I,181,32,175,30,6,2,595.22,434.92495,544.423,395.6239,13.729
Bihar,Madhepura,PMGSY-II,10,0,10,0,0,0,59.065,31.9513,58.624,31.9613,0
Bihar,Madhubani,PMGSY-I,724,33,719,32,5,1,2100.652,1425.08428,1862.887,1055.7178,5.901
Bihar,Munger,PMGSY-II,3,0,3,0,0,0,23.4,11.3956,23.4,12.4103,0
Bihar,Nalanda,PMGSY-II,23,0,23,0,0,0,138.2,72.56586,137.158,73.689,0
Bihar,Nawada,PMGSY-II,15,0,15,0,0,0,77.242,48.98508,77.203,52.1168,0
Bihar,Patna,PMGSY-III,12,1,10,0,2,1,79.365,58.34448,73,45.373,5.36
Bihar,Purnia,PMGSY-II,20,0,20,0,0,0,153.668,89.62053,153.54,96.4144,0
Bihar,Rohtas,PMGSY-I,686,3,682,3,4,0,2130.185,938.85127,2018.533,891.0633,21.156
Bihar,Rohtas,RCPLWEA,22,2,20,2,2,0,89.77,97.69917,85.905,74.8447,3.625
Bihar,Rohtas,PMGSY-III,13,0,10,0,3,0,104.417,68.52202,99.212,45.9371,3.955
Bihar,Sitamarhi,PMGSY-II,6,0,6,0,0,0,35.31,16.35644,35.255,16.6502,0
Bihar,"West Champaran",PMGSY-III,14,8,12,3,2,5,132.817,140.48373,111.238,82.4953,17.537
Chhattisgarh,Balodabazar,PMGSY-I,252,3,252,3,0,0,1116.63,332.6491,1084.9,305.6728,0
Chhattisgarh,Balrampur,PMGSY-III,17,2,17,0,0,2,188.595,94.09783,187.605,76.8566,0
Chhattisgarh,Bijapur,PMGSY-I,296,0,175,0,121,0,1567.745,476.9285,1064.385,288.304,501.91
Chhattisgarh,Dantewada,PMGSY-III,5,0,5,0,0,0,37.3,16.1087,37.3,13.9301,0
Chhattisgarh,Gariaband,PMGSY-II,5,0,5,0,0,0,77.09,46.5609,76.315,49.3132,0
Chhattisgarh,Gariaband,PMGSY-III,19,15,19,4,0,11,227.08,124.8281,227.08,94.3183,0
Chhattisgarh,"Gaurella Pendra Marwahi",PMGSY-II,5,0,5,0,0,0,65.615,46.60519,66.12,46.5148,0
Chhattisgarh,Jangir-Champa,PMGSY-III,21,1,21,0,0,1,213.05,147.44477,214.07,124.7749,0
Chhattisgarh,Jashpur,PMGSY-I,379,18,379,18,0,0,1922.406,662.97695,1837.145,636.6611,0
